12307,-0.01,-0.13
12337,-0.01,-0.12
12368,-0.01,-0.12
12398,-0.01,-0.12
12429,-0.01,-0.12
12459,-0.02,-0.11
12490,-0.02,-0.11
12520,-0.02,-0.11
12551,-0.02,-0.10
12581,-0.01,-0.10
12612,-0.01,-0.09
12642,-0.01,-0.09
12676,-0.01,-0.08
12706,-0.00,-0.07
12737,-0.00,-0.07
12767,0.00,-0.07
12798,0.00,-0.06
12829,0.00,-0.06
12859,0.00,-0.06
12890,0.00,-0.06
12927,0.00,-0.06
12958,0.00,-0.06
12988,-0.00,-0.07
13018,-0.00,-0.07
13049,-0.00,-0.06
13079,0.00,-0.06
13109,0.00,-0.06
13140,0.00,-0.06
13170,0.00,-0.06
13200,0.00,-0.06
13230,0.00,-0.06
13261,0.00,-0.06
13291,0.00,-0.06
13321,0.00,-0.06
13352,-0.00,-0.07
13382,-0.00,-0.07
13412,-0.01,-0.08
13443,-0.01,-0.08
13473,-0.01,-0.08
13504,-0.01,-0.08
13536,-0.01,-0.07
13567,-0.01,-0.07
13597,-0.01,-0.06
13628,-0.01,-0.06
13658,-0.01,-0.05
13688,-0.00,-0.04
13719,0.00,-0.03
13749,0.00,-0.02
13779,0.00,-0.02
13810,0.00,-0.03
13840,-0.00,-0.04
13871,-0.01,-0.05
13901,-0.02,-0.06
13931,-0.03,-0.08
13962,-0.03,-0.09
13992,-0.04,-0.09
14023,-0.04,-0.09
14053,-0.04,-0.09
14084,-0.04,-0.08
14114,-0.04,-0.08
14144,-0.04,-0.09
14175,-0.04,-0.09
14205,-0.04,-0.09
14236,-0.04,-0.09
14266,-0.04,-0.09
14297,-0.04,-0.10
14327,-0.04,-0.10
14360,-0.04,-0.10
14390,-0.04,-0.10
14421,-0.04,-0.10
14451,-0.04,-0.10
14482,-0.03,-0.09
14512,-0.03,-0.09
14543,-0.03,-0.08
14573,-0.02,-0.08
14604,-0.02,-0.08
14634,-0.02,-0.07
14665,-0.01,-0.06
14695,-0.01,-0.05
14726,-0.00,-0.04
14756,0.01,-0.04
14786,0.01,-0.03
14817,0.02,-0.03
14847,0.02,-0.02
14878,0.03,-0.02
14908,0.04,-0.01
14939,0.04,-0.01
14969,0.05,-0.01
15000,0.06,-0.01
15030,0.07,0.00
15061,0.08,0.01
15091,0.09,0.02
15122,0.10,0.03
15152,0.11,0.04
15183,0.12,0.05
15216,0.13,0.06
15246,0.14,0.06
15277,0.15,0.06
15307,0.16,0.07
15338,0.16,0.06
15368,0.17,0.06
15399,0.17,0.06
15430,0.17,0.06
15460,0.18,0.06
15491,0.18,0.05
15521,0.18,0.05
15552,0.19,0.04
15582,0.19,0.05
15613,0.20,0.05
15643,0.20,0.05
15674,0.21,0.05
15704,0.21,0.06
15735,0.22,0.07
15765,0.23,0.07
15796,0.23,0.07
15827,0.23,0.08
15857,0.23,0.08
15888,0.24,0.09
15918,0.24,0.09
15949,0.25,0.10
15979,0.25,0.11
16010,0.25,0.11
16041,0.26,0.12
16071,0.26,0.13
16102,0.26,0.13
16135,0.26,0.13
16166,0.26,0.14
16196,0.26,0.14
16227,0.26,0.14
16257,0.26,0.14
16288,0.26,0.14
16319,0.25,0.14
16349,0.25,0.13
16380,0.25,0.13
16410,0.25,0.13
16441,0.25,0.13
16472,0.25,0.13
16502,0.25,0.13
16533,0.25,0.13
16564,0.26,0.14
16594,0.26,0.14
16625,0.27,0.15
16655,0.27,0.15
16686,0.27,0.15
16717,0.28,0.16
16747,0.28,0.16
16778,0.28,0.16
16814,0.28,0.16
16844,0.27,0.16
16874,0.27,0.15
16905,0.27,0.15
16935,0.26,0.14
16965,0.26,0.14
16995,0.25,0.13
17026,0.25,0.13
17059,0.25,0.13
17089,0.25,0.14
17119,0.25,0.14
17149,0.25,0.15
17180,0.26,0.17
17210,0.26,0.18
17240,0.27,0.19
17271,0.27,0.20
17301,0.27,0.20
17331,0.28,0.21
17362,0.28,0.20
17392,0.27,0.20
17422,0.27,0.20
17453,0.26,0.19
17483,0.26,0.18
17513,0.25,0.18
17544,0.25,0.17
17574,0.25,0.17
17604,0.25,0.17
17635,0.25,0.18
17665,0.25,0.18
17695,0.25,0.18
17727,0.25,0.19
17758,0.26,0.19
17788,0.26,0.19
17818,0.26,0.19
17849,0.26,0.18
17879,0.26,0.18
17910,0.26,0.18
17940,0.26,0.17
17973,0.26,0.17
18003,0.26,0.16
18034,0.26,0.16
18064,0.26,0.16
18095,0.26,0.16
18125,0.26,0.17
18155,0.26,0.17
18186,0.27,0.17
18216,0.27,0.18
18247,0.27,0.18
18277,0.27,0.19
18307,0.28,0.20
18338,0.28,0.20
18368,0.29,0.21
18399,0.29,0.21
18429,0.29,0.21
18460,0.29,0.21
18490,0.30,0.22
18520,0.30,0.22
18551,0.31,0.22
18581,0.31,0.22
18612,0.31,0.22
18642,0.31,0.22
18673,0.32,0.23
18703,0.32,0.23
18734,0.32,0.23
18764,0.32,0.23
18794,0.33,0.23
18825,0.33,0.24
18855,0.34,0.25
18886,0.35,0.25
18919,0.36,0.26
18949,0.36,0.27
18980,0.37,0.27
19010,0.38,0.28
19041,0.38,0.28
19071,0.38,0.27
19102,0.38,0.27
19132,0.38,0.27
19163,0.38,0.26
19193,0.37,0.26
19224,0.37,0.26
19254,0.37,0.26
19285,0.37,0.26
19315,0.37,0.26
19346,0.37,0.26
19376,0.37,0.27
19407,0.37,0.27
19437,0.38,0.28
19468,0.38,0.29
19498,0.39,0.30
19529,0.39,0.31
19559,0.40,0.32
19590,0.40,0.32
19620,0.40,0.33
19651,0.40,0.34
19682,0.41,0.34
19712,0.41,0.34
19743,0.41,0.34
19773,0.41,0.34
19804,0.40,0.35
19837,0.41,0.35
19868,0.40,0.35
19898,0.40,0.35
19929,0.40,0.34
19959,0.39,0.33
19990,0.38,0.32
20020,0.38,0.32
20051,0.37,0.31
20082,0.37,0.31
20112,0.37,0.30
20143,0.36,0.29
20173,0.35,0.28
20204,0.34,0.27
20235,0.34,0.28
20265,0.35,0.29
20296,0.35,0.30
20326,0.35,0.30
20357,0.35,0.31
20388,0.35,0.31
20418,0.35,0.32
20449,0.35,0.32
20479,0.35,0.32
20510,0.34,0.32
20541,0.34,0.31
20571,0.33,0.31
20602,0.32,0.30
20633,0.31,0.29
20663,0.30,0.27
20699,0.28,0.25
20729,0.26,0.22
20762,0.24,0.20
20792,0.22,0.17
20822,0.20,0.15
20852,0.18,0.14
20883,0.16,0.14
20913,0.15,0.14
20943,0.14,0.15
20974,0.13,0.16
21004,0.13,0.17
21034,0.12,0.18
21064,0.11,0.19
21095,0.10,0.19
21125,0.08,0.19
21155,0.06,0.18
21186,0.04,0.18
21216,0.02,0.17
21246,-0.01,0.17
21277,-0.04,0.16
21307,-0.07,0.15
21337,-0.11,0.14
21368,-0.15,0.13
21398,-0.09,0.35
21428,0.09,0.72
21459,0.20,0.80
21489,0.21,0.76
21519,0.17,0.67
21550,0.10,0.54
21580,0.02,0.41
21610,-0.06,0.30
21641,-0.13,0.23
21669,-0.07,0.40
21699,0.03,0.53
21729,0.06,0.53
21760,0.02,0.42
21790,-0.06,0.29
21821,-0.12,0.21
21851,-0.11,0.27
21881,-0.06,0.35
21912,-0.06,0.30
21942,-0.10,0.21
21973,-0.16,0.11
22003,-0.19,0.10
22033,-0.17,0.16
22064,-0.15,0.16
22094,-0.17,0.11
22125,-0.22,0.04
22155,-0.26,-0.02
22186,-0.28,-0.03
22216,-0.26,0.01
22246,-0.26,-0.02
22277,-0.30,-0.08
22307,-0.32,-0.10
22338,-0.32,-0.09
22368,-0.34,-0.12
22399,-0.39,-0.21
22429,-0.44,-0.29
22460,-0.48,-0.35
22490,-0.50,-0.38
22523,-0.51,-0.37
22554,-0.52,-0.33
22584,-0.53,-0.31
22615,-0.57,-0.33
22645,-0.60,-0.35
22676,-0.62,-0.34
22706,-0.64,-0.33
22736,-0.67,-0.34
22767,-0.69,-0.35
22797,-0.71,-0.36
22828,-0.73,-0.37
22858,-0.74,-0.37
22889,-0.76,-0.37
22920,-0.78,-0.38
22950,-0.78,-0.38
22981,-0.79,-0.38
23011,-0.80,-0.40
23042,-0.81,-0.41
23072,-0.83,-0.43
23103,-0.84,-0.44
23133,-0.84,-0.44
23164,-0.84,-0.45
23194,-0.84,-0.47
23225,-0.85,-0.49
23255,-0.86,-0.50
23286,-0.85,-0.49
23316,-0.85,-0.49
23345,-0.84,-0.48
23375,-0.83,-0.48
23406,-0.83,-0.48
23436,-0.82,-0.48
23467,-0.81,-0.48
23497,-0.80,-0.47
23528,-0.79,-0.47
23559,-0.77,-0.46
23589,-0.76,-0.45
23620,-0.74,-0.45
23650,-0.73,-0.44
23681,-0.72,-0.45
23711,-0.71,-0.46
23742,-0.70,-0.46
23773,-0.68,-0.45
23803,-0.66,-0.45
23834,-0.64,-0.45
23864,-0.63,-0.45
23895,-0.61,-0.43
23926,-0.59,-0.40
23956,-0.56,-0.36
23987,-0.52,-0.31
24017,-0.47,-0.23
24048,-0.42,-0.15
24079,-0.35,-0.05
24109,-0.27,0.06
24140,-0.18,0.18
24168,-0.09,0.29
24199,0.00,0.43
24229,0.12,0.61
24260,0.25,0.80
24291,0.36,0.98
24322,0.46,1.18
24352,0.58,1.42
24383,0.71,1.69
24421,0.84,1.98
24451,0.94,2.19
24481,1.02,2.37
24511,1.07,2.52
24542,1.10,2.63
24572,1.10,2.72
24602,1.08,2.78
24632,1.04,2.76
24663,0.97,2.70
24693,0.92,2.67
24723,0.88,2.68
24754,0.84,2.65
24784,0.77,2.58
24814,0.70,2.51
24844,0.65,2.47
24875,0.60,2.42
24905,0.54,2.36
24935,0.50,2.33
24965,0.47,2.30
24996,0.43,2.27
25026,0.38,2.24
25056,0.34,2.23
25084,0.31,2.23
25115,0.28,2.25
25145,0.26,2.30
25175,0.26,2.36
25206,0.26,2.42
25236,0.26,2.45
25266,0.23,2.39
25297,0.18,2.30
25327,0.15,2.28
25357,0.16,2.31
25388,0.18,2.40
25418,0.20,2.53
25448,0.23,2.68
25479,0.26,2.85
25509,0.29,3.02
25539,0.32,3.18
25570,0.35,3.31
25600,0.36,3.41
25630,0.36,3.48
25661,0.35,3.50
25691,0.33,3.52
25721,0.31,3.53
25752,0.30,3.54
25782,0.31,3.56
25813,0.33,3.60
25843,0.36,3.63
25873,0.40,3.69
25904,0.44,3.72
25934,0.48,3.77
25964,0.53,3.87
25997,0.58,4.02
26028,0.64,4.23
26058,0.70,4.48
26089,0.75,4.69
26119,0.80,4.90
26149,0.82,5.15
26180,0.83,5.43
26210,0.82,5.77
26241,0.77,6.07
26271,0.68,6.34
26301,0.58,6.58
26332,0.46,6.80
26362,0.33,7.02
26393,0.19,7.24
26423,0.04,7.44
26456,-0.12,7.70
26487,-0.32,7.81
26517,-0.51,7.68
26548,-0.69,7.57
26578,-0.83,7.47
26608,-0.99,7.33
26639,-1.14,7.20
26669,-1.29,7.07
26700,-1.45,6.92
26730,-1.61,6.77
26761,-1.76,6.63
26791,-1.91,6.49
26822,-2.06,6.35
26852,-2.21,6.25
26886,-2.37,6.17
26916,-2.54,6.06
26946,-2.72,5.94
26977,-2.89,5.81
27007,-3.07,5.66
27038,-3.24,5.50
27069,-3.42,5.32
27099,-3.58,5.14
27130,-3.74,4.99
27160,-3.87,4.86
27191,-3.98,4.76
27221,-4.08,4.68
27252,-4.16,4.59
27282,-4.24,4.50
27313,-4.32,4.40
27343,-4.39,4.28
27374,-4.45,4.18
27404,-4.51,4.05
27435,-4.57,3.92
27465,-4.62,3.81
27496,-4.68,3.67
27527,-4.72,3.48
27557,-4.79,3.20
27588,-4.86,2.85
27618,-4.91,2.47
27649,-4.97,2.04
27679,-5.02,1.59
27710,-5.07,1.11
27743,-5.13,0.58
27774,-5.18,0.09
27804,-5.23,-0.37
27835,-5.28,-0.78
27866,-5.33,-1.13
27896,-5.39,-1.42
27927,-5.45,-1.66
27957,-5.52,-1.88
27988,-5.61,-2.08
28019,-5.75,-2.39
28049,-5.86,-2.63
28080,-5.98,-2.92
28111,-6.09,-3.15
28141,-6.17,-3.28
28172,-6.24,-3.32
28202,-6.31,-3.28
28233,-6.37,-3.17
28264,-6.45,-3.03
28299,-6.53,-2.80
28329,-6.61,-2.57
28360,-6.70,-2.34
28390,-6.79,-2.11
28420,-6.89,-1.91
28450,-7.00,-1.75
28481,-7.13,-1.68
28511,-7.28,-1.72
28541,-7.45,-1.88
28574,-7.63,-2.18
28604,-7.80,-2.58
28635,-7.96,-3.02
28665,-8.08,-3.47
28695,-8.17,-3.91
28726,-8.23,-4.30
28756,-8.28,-4.65
28786,-8.30,-4.92
28816,-8.31,-5.12
28847,-8.30,-5.27
28877,-8.25,-5.48
28907,-8.17,-5.74
28938,-8.10,-6.03
28968,-8.02,-6.32
28998,-7.88,-6.45
29029,-7.74,-6.27
29059,-7.63,-6.06
29089,-7.55,-5.96
29120,-7.49,-5.99
29150,-7.41,-6.14
29181,-7.25,-5.97
29211,-7.13,-5.93
29241,-6.98,-5.79
29272,-6.86,-5.76
29302,-6.72,-5.66
29332,-6.58,-5.58
29363,-6.44,-5.52
29396,-6.29,-5.45
29426,-6.15,-5.40
29456,-6.00,-5.35
29487,-5.84,-5.29
29517,-5.67,-5.24
29548,-5.50,-5.19
29578,-5.31,-5.14
29608,-5.13,-5.09
29639,-4.94,-5.03
29669,-4.74,-4.96
29700,-4.55,-4.89
29730,-4.37,-4.85
29761,-4.21,-4.81
29791,-4.05,-4.77
29821,-3.89,-4.71
29852,-3.73,-4.63
29882,-3.57,-4.54
29913,-3.40,-4.43
29943,-3.24,-4.31
29973,-3.07,-4.18
30004,-2.92,-4.06
30034,-2.77,-3.96
30065,-2.64,-3.87
30095,-2.51,-3.79
30126,-2.38,-3.72
30156,-2.27,-3.69
30187,-2.17,-3.64
30220,-2.05,-3.56
30250,-1.92,-3.46
30281,-1.78,-3.37
30311,-1.66,-3.29
30342,-1.55,-3.24
30372,-1.45,-3.20
30402,-1.36,-3.17
30433,-1.28,-3.14
30463,-1.21,-3.13
30494,-1.14,-3.12
30524,-1.08,-3.10
30555,-1.00,-3.06
30585,-0.91,-3.00
30616,-0.82,-2.95
30646,-0.73,-2.90
30677,-0.63,-2.84
30707,-0.53,-2.76
30738,-0.42,-2.67
30768,-0.31,-2.57
30799,-0.20,-2.46
30829,-0.08,-2.36
30860,0.02,-2.28
30890,0.12,-2.20
30921,0.21,-2.14
30951,0.30,-2.06
30982,0.39,-1.97
31012,0.49,-1.89
31043,0.58,-1.81
31076,0.68,-1.72
31107,0.78,-1.63
31137,0.88,-1.54
31168,0.99,-1.45
31199,1.09,-1.36
31229,1.18,-1.27
31260,1.27,-1.20
31290,1.36,-1.14
31321,1.43,-1.09
31352,1.50,-1.04
31382,1.57,-1.01
31413,1.64,-0.98
31443,1.70,-0.96
31474,1.75,-0.95
31505,1.80,-0.94
31535,1.84,-0.93
31566,1.89,-0.92
31597,1.92,-0.91
31627,1.96,-0.91
31658,1.99,-0.90
31688,2.01,-0.89
31719,2.04,-0.87
31750,2.06,-0.85
31780,2.07,-0.83
31811,2.08,-0.81
31842,2.08,-0.80
31872,2.07,-0.79
31903,2.06,-0.79
31936,2.03,-0.80
31967,2.00,-0.82
31998,1.96,-0.84
32028,1.91,-0.85
32059,1.87,-0.85
32089,1.82,-0.85
32120,1.77,-0.85
32151,1.72,-0.84
32190,1.67,-0.83
32220,1.62,-0.82
32251,1.56,-0.82
32281,1.49,-0.83
32311,1.42,-0.84
32341,1.34,-0.86
32372,1.26,-0.88
32402,1.17,-0.91
32432,1.08,-0.94
32463,0.99,-0.97
32493,0.90,-0.99
32523,0.82,-1.01
32553,0.73,-1.02
32584,0.66,-1.02
32614,0.58,-1.02
32644,0.51,-1.02
32675,0.44,-1.01
32705,0.37,-1.00
32735,0.30,-0.99
32765,0.24,-0.98
32796,0.18,-0.97
32824,0.12,-0.95
32854,0.07,-0.93
32885,0.02,-0.90
32915,-0.02,-0.87
32946,-0.05,-0.84
32976,-0.09,-0.81
33006,-0.12,-0.78
33037,-0.15,-0.75
33067,-0.18,-0.74
33098,-0.21,-0.73
33128,-0.24,-0.73
33159,-0.28,-0.73
33189,-0.31,-0.73
33220,-0.35,-0.74
33250,-0.38,-0.75
33281,-0.42,-0.76
33311,-0.45,-0.77
33341,-0.48,-0.77
33372,-0.51,-0.77
33402,-0.53,-0.77
33433,-0.54,-0.76
33463,-0.55,-0.76
33494,-0.56,-0.74
33524,-0.57,-0.73
33555,-0.57,-0.72
33585,-0.57,-0.70
33616,-0.58,-0.69
33649,-0.58,-0.68
33679,-0.57,-0.66
33710,-0.57,-0.65
33740,-0.56,-0.63
33771,-0.56,-0.61
33801,-0.55,-0.59
33832,-0.54,-0.57
33862,-0.53,-0.56
33893,-0.53,-0.54
33923,-0.53,-0.54
33954,-0.52,-0.53
33984,-0.53,-0.53
34015,-0.53,-0.52
34046,-0.53,-0.52
34076,-0.53,-0.53
34107,-0.53,-0.52
34137,-0.53,-0.52
34168,-0.53,-0.51
34198,-0.52,-0.51
34229,-0.52,-0.51
34259,-0.52,-0.52
34290,-0.53,-0.53
34320,-0.53,-0.55
34351,-0.54,-0.57
34382,-0.55,-0.59
34412,-0.56,-0.61
34443,-0.57,-0.62
34476,-0.58,-0.64
34507,-0.59,-0.65
34537,-0.60,-0.67
34568,-0.62,-0.70
34598,-0.63,-0.70
34629,-0.63,-0.69
34659,-0.62,-0.66
34690,-0.59,-0.61
34721,-0.57,-0.57
34751,-0.54,-0.52
34782,-0.50,-0.46
34812,-0.46,-0.40
34843,-0.41,-0.33
34880,-0.37,-0.27
34910,-0.33,-0.24
34941,-0.30,-0.22
34972,-0.27,-0.22
35002,-0.26,-0.22
35033,-0.24,-0.23
35063,-0.24,-0.26
35094,-0.25,-0.32
35125,-0.27,-0.39
35155,-0.29,-0.44
35186,-0.31,-0.48
35217,-0.32,-0.52
35247,-0.34,-0.55
35278,-0.35,-0.58
35311,-0.36,-0.60
35342,-0.36,-0.61
35373,-0.35,-0.60
35403,-0.33,-0.58
35434,-0.30,-0.55
35465,-0.28,-0.53
35495,-0.25,-0.52
35526,-0.23,-0.50
35557,-0.21,-0.49
35587,-0.20,-0.49
35618,-0.19,-0.49
35649,-0.18,-0.49
35679,-0.18,-0.50
35710,-0.19,-0.51
35741,-0.21,-0.53
35772,-0.24,-0.56
35802,-0.27,-0.59
35833,-0.31,-0.62
35864,-0.34,-0.64
35895,-0.37,-0.65
35933,-0.39,-0.63
35963,-0.39,-0.58
35993,-0.38,-0.53
36024,-0.36,-0.47
36054,-0.35,-0.41
36084,-0.33,-0.35
36115,-0.30,-0.30
36143,-0.29,-0.26
36173,-0.28,-0.26
36203,-0.28,-0.29
36234,-0.29,-0.34
36264,-0.30,-0.37
36294,-0.31,-0.39
36325,-0.32,-0.41
36355,-0.34,-0.43
36386,-0.36,-0.44
36416,-0.36,-0.43
36446,-0.36,-0.41
36477,-0.36,-0.38
36507,-0.35,-0.35
36538,-0.34,-0.31
36568,-0.32,-0.27
36598,-0.30,-0.23
36629,-0.29,-0.19
36659,-0.27,-0.16
36690,-0.26,-0.14
36720,-0.26,-0.14
36750,-0.26,-0.16
36781,-0.27,-0.19
36811,-0.28,-0.21
36842,-0.28,-0.23
36872,-0.29,-0.26
36902,-0.29,-0.28
36936,-0.30,-0.30
36966,-0.31,-0.33
36996,-0.33,-0.36
37027,-0.34,-0.38
37057,-0.37,-0.41
37088,-0.41,-0.45
37118,-0.45,-0.49
37149,-0.50,-0.53
37179,-0.55,-0.58
37209,-0.60,-0.63
37240,-0.66,-0.67
37270,-0.70,-0.71
37301,-0.74,-0.73
37331,-0.78,-0.75
37362,-0.82,-0.78
37392,-0.86,-0.81
37423,-0.90,-0.83
37453,-0.95,-0.87
37484,-1.01,-0.91
37514,-1.09,-0.99
37545,-1.19,-1.09
37575,-1.31,-1.21
37606,-1.44,-1.33
37636,-1.57,-1.44
37667,-1.68,-1.52
37697,-1.76,-1.53
37728,-1.78,-1.47
37761,-1.77,-1.35
37791,-1.73,-1.20
37822,-1.67,-1.04
37852,-1.61,-0.88
37883,-1.56,-0.74
37913,-1.50,-0.62
37944,-1.44,-0.52
37974,-1.39,-0.44
38005,-1.36,-0.41
38035,-1.35,-0.41
38066,-1.35,-0.43
38097,-1.36,-0.47
38127,-1.38,-0.53
38158,-1.40,-0.60
38188,-1.43,-0.67
38219,-1.45,-0.74
38249,-1.47,-0.80
38280,-1.48,-0.84
38310,-1.47,-0.86
38341,-1.46,-0.88
38372,-1.45,-0.88
38402,-1.43,-0.89
38433,-1.40,-0.89
38463,-1.38,-0.90
38494,-1.36,-0.90
38525,-1.33,-0.91
38555,-1.31,-0.92
38588,-1.27,-0.92
38619,-1.23,-0.93
38650,-1.19,-0.92
38680,-1.15,-0.92
38711,-1.11,-0.91
38741,-1.08,-0.90
38772,-1.05,-0.89
38803,-1.03,-0.88
38833,-1.01,-0.87
38864,-1.01,-0.86
38894,-1.00,-0.85
38925,-1.01,-0.85
38956,-1.02,-0.84
38986,-1.03,-0.85
39017,-1.05,-0.85
39047,-1.06,-0.85
39078,-1.07,-0.85
39109,-1.07,-0.85
39139,-1.07,-0.84
39170,-1.07,-0.84
39201,-1.07,-0.84
39231,-1.07,-0.84
39262,-1.07,-0.85
39293,-1.06,-0.85
39323,-1.05,-0.85
39354,-1.04,-0.84
39385,-1.03,-0.84
